gisjoin_1790,cnty_area_1790,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,m1_weight,m2_weight,m3_weight,m4_weight
G0900050,2656160553.17,G0900090,1603794383.32,109413464.356,1597.6879,1617.9061,3535.4497,38634.996,38635,38635,.041192338,.041353386,.041876696,.091508985
G0900070,932500428.697,G0900070,992406269.326,932500425.323,18828,18828,18828,18828,18828,18828,1,1,1,1
G0900090,1528737988.55,G0900010,1673889466.31,.30969523135,0,0,0,30703.002,30703,30703,2.0258228e-10,0,0,0
G0900090,1528737988.55,G0900030,1943959499.02,2883888.2846,34.585754,35.450981,24.486336,30703.002,30703,30703,.0018864503,.0011264617,.0011546422,.0007975226
G0900090,1528737988.55,G0900070,992406269.326,59905845.8878,1020.2798,992.62744,831.54303,30703.002,30703,30703,.03918647,.033230621,.03232998,.027083445
G0900090,1528737988.55,G0900090,1603794383.32,.30969523135,0,0,0,30703.002,30703,30703,2.0258228e-10,0,0,0
G0900090,1528737988.55,G0900090,1603794383.32,1465948249.82,29648.137,29674.922,29846.971,30703.002,30703,30703,.95892709,.96564293,.96651536,.97211903
G0900110,1557319128.1,G0900030,1943959499.02,35125062.4622,739.01868,753.02618,455.89117,32918.004,32918,32918,.022554826,.022450289,.022875817,.013849298
G0900110,1557319128.1,G0900110,1781000477.67,1522194065.64,32178.984,32164.975,32462.107,32918.004,32918,32918,.97744519,.97754967,.97712421,.98615068
G0900130,893103845.358,G0900030,1943959499.02,2.26295730829,0,0,0,13251,13251,13250.999,2.5338120e-09,0,0,0
G0900130,893103845.358,G0900030,1943959499.02,11393154.1578,163.59259,165.6375,266.21915,13251,13251,13250.999,.012756808,.012345679,.0125,.020090496
G0900130,893103845.358,G0900130,1080049965.92,881710689.299,13087.407,13085.362,12984.78,13251,13251,13250.999,.98724318,.98765433,.98750001,.97990954
G0900150,1790216082.13,G0900110,1781000477.67,258806412.033,4160.4121,4088.6245,4351.5029,28880.998,28881.002,28880.998,.14456713,.14405361,.14156796,.1506701
G0900150,1790216082.13,G0900130,1080049965.92,180827495.152,3031.6179,3013.5281,2993.9939,28880.998,28881.002,28880.998,.10100875,.10496929,.10434292,.10366657
G0900150,1790216082.13,G0900150,1350582176.47,1350582176.42,21688.969,21778.85,21535.502,28880.998,28881.002,28880.998,.7544241,.7509771,.75408912,.74566334
G1000010,1525633963.44,G1000010,1548770811.41,1525633963.44,18920,18920,18920,18920,18920,18920,1,1,1,1
G1000030,1144705776.61,G1000010,1548770811.41,23099467.4732,410.52307,0,0,19688.002,19687.998,19688,.020179393,.020851433,0,0
G1000030,1144705776.61,G1000030,1121606309.14,1121606309.14,19277.479,19687.998,19688,19688.002,19687.998,19688,.97982061,.97914857,1,1
G1000050,2461099202.75,G1000010,1548770811.41,37380.4992104,0,0,0,20488,20488,20488,.000015188538,0,0,0
G1000050,2461099202.75,G1000050,2461061822.25,2461061822.25,20488,20488,20488,20488,20488,20488,.9999848,1,1,1
G1300330,4411427257.89,G1300330,2162637886.73,2162637886.56,4656.2534,4090.0991,4068.2856,9467,9467.001,9467,.49023542,.49184045,.43203747,.42973337
G1300330,4411427257.89,G1301250,374130626.384,43568994.7963,90.121033,99.185562,94.78656,9467,9467.001,9467,.0098763946,.0095194923,.010476978,.010012312
G1300330,4411427257.89,G1301250,374130626.384,12.52173039,0,0,0,9467,9467.001,9467,2.8384759e-09,0,0,0
G1300330,4411427257.89,G1301250,374130626.384,.18143590254,0,0,0,9467,9467.001,9467,4.1128618e-11,0,0,0
G1300330,4411427257.89,G1301250,374130626.384,.791996720567,0,0,0,9467,9467.001,9467,1.7953299e-10,0,0,0
G1300330,4411427257.89,G1301630,1371566393.78,28.1195476715,0,0,0,9467,9467.001,9467,6.3742518e-09,0,0,0
G1300330,4411427257.89,G1301630,1371566393.78,868375467.081,1873.23,2208.1838,2146.3262,9467,9467.001,9467,.19684683,.19786943,.23325062,.22671661
G1300330,4411427257.89,G1301630,1371566393.78,.791996720567,0,0,0,9467,9467.001,9467,1.7953299e-10,0,0,0
G1300330,4411427257.89,G1301650,912850366.233,531305799.356,1141.5331,1284.192,1295.5468,9467,9467.001,9467,.12043852,.12058023,.13564929,.13684872
G1300330,4411427257.89,G1301650,912850366.233,.0246778304413,0,0,0,9467,9467.001,9467,5.5940695e-12,0,0,0
G1300330,4411427257.89,G1301650,912850366.233,.316704504077,0,0,0,9467,9467.001,9467,7.1791843e-11,0,0,0
G1300330,4411427257.89,G1302510,1697982333.7,805539059.563,1705.8624,1785.3401,1862.0553,9467,9467.001,9467,.18260282,.18019038,.18858561,.19668905
G1300330,4411427257.89,G1302510,1697982333.7,.0246778304413,0,0,0,9467,9467.001,9467,5.5940695e-12,0,0,0
G1300330,4411427257.89,G1303030,1772536796.36,.18143590254,0,0,0,9467,9467.001,9467,4.1128618e-11,0,0,0
G1300390,2105710203.05,G1300250,1158821828.33,6.85375831266,0,0,0,305,305,305,3.2548439e-09,0,0,0
G1300390,2105710203.05,G1300250,1158821828.33,100015977.667,14.772079,14.41891,14.377746,305,305,305,.047497503,.048433047,.047275115,.047140151
G1300390,2105710203.05,G1300250,1158821828.33,.231749869236,0,0,0,305,305,305,1.1005782e-10,0,0,0
G1300390,2105710203.05,G1300390,1689465644.67,1689465644.51,244.75308,233.50624,233.79655,305,305,305,.80232579,.80246913,.76559424,.76654607
G1300390,2105710203.05,G1300390,1689465644.67,.231749869236,0,0,0,305,305,305,1.1005782e-10,0,0,0
G1300390,2105710203.05,G1300490,2027849792.18,11.5502488539,0,0,0,305,305,305,5.4852034e-09,0,0,0
G1300390,2105710203.05,G1300490,2027849792.18,316228557.364,45.474834,57.074852,56.825687,305,305,305,.15017667,.14909782,.18713066,.18631373
G1300510,1598814301.53,G1300290,1157167401.71,398066987.095,2680.4641,2491.8965,2468.0139,10769,10769,10769,.24897638,.24890557,.23139535,.22917764
G1300510,1598814301.53,G1300510,1200747314.44,1200747314.44,8088.5356,8277.1035,8300.9863,10769,10769,10769,.75102365,.7510944,.76860464,.77082241
G1301030,5109745709.02,G1300290,1157167401.71,759100414.619,361.44461,181.59297,188.39575,2424,2424,2424,.14855933,.14911081,.07491459,.077721022
G1301030,5109745709.02,G1300310,1784103976.79,1783090688.2,841.31793,918.02045,901.61041,2424,2424,2424,.34895879,.34707835,.3787213,.37195149
G1301030,5109745709.02,G1300430,644432060.924,.0328621865481,0,0,0,2424,2424,2424,6.4312765e-12,0,0,0
G1301030,5109745709.02,G1300430,644432060.924,170091041.803,81.952705,97.598824,93.652695,2424,2424,2424,.033287574,.033808872,.040263541,.0386356
G1301030,5109745709.02,G1301030,1250511427.11,1250511427.11,594.0387,607.47876,630.18976,2424,2424,2424,.24473065,.24506547,.25061005,.25997928
G1301030,5109745709.02,G1301070,1787962760.05,8479852.571869999,4.2634354,5.3235722,4.8894796,2424,2424,2424,.0016595449,.001758843,.0021961932,.002017112
G1301030,5109745709.02,G1301650,912850366.233,246029018.549,117.00762,139.00439,133.96262,2424,2424,2424,.048148975,.048270471,.057345048,.055265106
G1301030,5109745709.02,G1301650,912850366.233,.0246778304413,0,0,0,2424,2424,2424,4.8295612e-12,0,0,0
G1301030,5109745709.02,G1301650,912850366.233,.316704504077,0,0,0,2424,2424,2424,6.1980483e-11,0,0,0
G1301030,5109745709.02,G1302510,1697982333.7,892443272.1799999,423.97498,474.98096,471.29932,2424,2424,2424,.17465512,.17490716,.19594924,.19443041
G1301030,5109745709.02,G1302510,1697982333.7,.0246778304413,0,0,0,2424,2424,2424,4.8295612e-12,0,0,0
G1301190,4266428187.17,G1300110,605727504.755,375532249.081,92.527908,94.207016,92.986549,1041,1041,1041,.088020287,.088883676,.090496652,.089324258
G1301190,4266428187.17,G1300130,421759161.818,421759161.818,103.75821,105.39255,105.56512,1041,1041,1041,.098855332,.099671669,.10124164,.10140742
G1301190,4266428187.17,G1300590,314126415.25,307357276.828,75.194183,76.310173,78.2715,1041,1041,1041,.072040886,.072232641,.073304683,.075188763
G1301190,4266428187.17,G1300590,314126415.25,.0828526170188,0,0,0,1041,1041,1041,1.9419667e-11,0,0,0
G1301190,4266428187.17,G1301190,689891519.854,689891519.242,168.21036,170.26862,170.76122,1041,1041,1041,.16170236,.16158536,.16356255,.16403575
G1301190,4266428187.17,G1301330,1052160131.64,2968798.36635,.97654784,.99426931,1.0977271,1041,1041,1041,.00069585099,.0009380863,.00095510983,.0010544929
G1301190,4266428187.17,G1301350,1131109337.38,61235099.3465,14.159944,14.416905,16.896297,1041,1041,1041,.014352779,.013602251,.013849093,.016230833
G1301190,4266428187.17,G1301470,664126540.91,378142773.329,91.795494,78.795845,77.827385,1041,1041,1041,.088632166,.08818011,.075692452,.074762136
G1301190,4266428187.17,G1301570,888366325.61,888366326.027,217.03775,220.97635,216.43773,1041,1041,1041,.20822249,.20848967,.21227315,.20791328
G1301190,4266428187.17,G1301950,739635356.148,.0828526170188,0,0,0,1041,1041,1041,1.9419667e-11,0,0,0
G1301190,4266428187.17,G1301950,739635356.148,335433876.437,82.274155,83.767189,83.047905,1041,1041,1041,.078621708,.07903377,.080467999,.079777047
G1301190,4266428187.17,G1302190,482112638.935,438074127.526,106.19958,108.12679,110.70414,1041,1041,1041,.10267936,.10201689,.10386819,.10634404
G1301190,4266428187.17,G1302210,1145229949.32,2641019.81764,.97654784,.99426931,1.0001748,1041,1041,1041,.00061902363,.0009380863,.00095510983,.00096078269
G1301190,4266428187.17,G1302570,477156641.965,365025952.042,87.889305,86.75,86.404259,1041,1041,1041,.085557736,.084427767,.083333336,.083001211
G1301270,1711318380.43,G1300250,1158821828.33,189616885.4,44.551018,60.447853,61.382565,412.99997,413,413,.11080164,.10787172,.14636284,.14862606
G1301270,1711318380.43,G1301270,1127342498.96,1127342498.97,274.04895,266.04294,263.89868,412.99997,413,413,.65875673,.66355681,.64417177,.63897985
G1301270,1711318380.43,G1303050,1680395996.07,394359002.51,94.399994,86.509201,87.71875,412.99997,413,413,.23044163,.22857143,.20946538,.21239407
G1301330,1845186134.79,G1300090,692823256.847,25828730.1992,82.0271,65.427032,70.472481,5405,5405,5405.0005,.013997899,.015176152,.012104909,.013038386
G1301330,1845186134.79,G1300090,692823256.847,5.16271166685,0,0,0,5405,5405,5405.0005,2.7979354e-09,0,0,0
G1301330,1845186134.79,G1301330,1052160131.64,916390135.502,2677.5989,2362.6428,2341.6868,5405,5405,5405.0005,.49663833,.49539295,.43712172,.4332445
G1301330,1845186134.79,G1301330,1052160131.64,.218561539097,0,0,0,5405,5405,5405.0005,1.1844958e-10,0,0,0
G1301330,1845186134.79,G1301410,1239999471.42,585507448.862,1707.9214,1813.7827,1867.5067,5405,5405,5405.0005,.3173162,.31598917,.33557498,.34551463
G1301330,1845186134.79,G1302190,482112638.935,44038511.4098,131.82927,163.56758,160.97676,5405,5405,5405.0005,.023866704,.024390245,.030262273,.029782932
G1301330,1845186134.79,G1302210,1145229949.32,154700184.158,457.00812,567.03424,541.20367,5405,5405,5405.0005,.083839878,.084552847,.1049092,.10013018
G1301330,1845186134.79,G1302370,934043165.967,.218561539097,0,0,0,5405,5405,5405.0005,1.1844958e-10,0,0,0
G1301330,1845186134.79,G1302650,506259609.219,118721118.214,348.61517,432.54538,423.15387,5405,5405,5405.0005,.064341001,.064498648,.080026895,.07828933
G1301330,1845186134.79,G1302650,506259609.219,.0470464497032,0,0,0,5405,5405,5405.0005,2.5496858e-11,0,0,0
G1301535,258095168426,G0100010,1565529772.77,1486078529.86,0,0,0,0,0,0,.0057578706,,,
G1301535,258095168426,G0100070,1621774444.63,.212694208394,0,0,0,0,0,0,8.2409215e-13,,,
G1301535,258095168426,G0100070,1621774444.63,1621774444.94,0,0,0,0,0,0,.0062836297,,,
G1301535,258095168426,G0100090,1685071135.65,.609745742593,0,0,0,0,0,0,2.3624841e-12,,,
G1301535,258095168426,G0100090,1685071135.65,1685071135.37,0,0,0,0,0,0,.0065288753,,,
G1301535,258095168426,G0100150,1585923967.28,2.55138476395,0,0,0,0,0,0,9.8854414e-12,,,
G1301535,258095168426,G0100150,1585923967.28,1585923964.44,0,0,0,0,0,0,.0061447257,,,
G1301535,258095168426,G0100150,1585923967.28,.6020080717339999,0,0,0,0,0,0,2.3325042e-12,,,
G1301535,258095168426,G0100170,1562061547.49,.0104279273913,0,0,0,0,0,0,4.0403421e-14,,,
G1301535,258095168426,G0100170,1562061547.49,1562061547.6,0,0,0,0,0,0,.0060522696,,,
G1301535,258095168426,G0100190,1553882838.62,1553882837.04,0,0,0,0,0,0,.0060205809,,,
G1301535,258095168426,G0100190,1553882838.62,.243613792501,0,0,0,0,0,0,9.4389134e-13,,,
G1301535,258095168426,G0100210,1814971185.03,1814971186.8,0,0,0,0,0,0,.0070321779,,,
G1301535,258095168426,G0100270,1569554966.06,.0749430139997,0,0,0,0,0,0,2.9036970e-13,,,
G1301535,258095168426,G0100270,1569554966.06,1569554963.49,0,0,0,0,0,0,.0060813031,,,
G1301535,258095168426,G0100270,1569554966.06,1.82046574773,0,0,0,0,0,0,7.0534672e-12,,,
G1301535,258095168426,G0100270,1569554966.06,1.03083331904,0,0,0,0,0,0,3.9940048e-12,,,
G1301535,258095168426,G0100290,1453048943.35,1453048943.1,0,0,0,0,0,0,.0056298957,,,
G1301535,258095168426,G0100290,1453048943.35,2.55138476395,0,0,0,0,0,0,9.8854414e-12,,,
G1301535,258095168426,G0100290,1453048943.35,1.03083331904,0,0,0,0,0,0,3.9940048e-12,,,
G1301535,258095168426,G0100290,1453048943.35,.032580675296,0,0,0,0,0,0,1.2623512e-13,,,
G1301535,258095168426,G0100330,1615154455.12,1615154459.97,0,0,0,0,0,0,.0062579801,,,
G1301535,258095168426,G0100370,1725878253.32,.228769885209,0,0,0,0,0,0,8.8637805e-13,,,
G1301535,258095168426,G0100370,1725878253.32,1725878252.3,0,0,0,0,0,0,.0066869841,,,
G1301535,258095168426,G0100370,1725878253.32,.0383706278592,0,0,0,0,0,0,1.4866853e-13,,,
G1301535,258095168426,G0100430,1954996982.88,.94262437462,0,0,0,0,0,0,3.6522356e-12,,,
G1301535,258095168426,G0100430,1954996982.88,1954996982.74,0,0,0,0,0,0,.0075747138,,,
G1301535,258095168426,G0100470,2572865998.94,931407092.952,0,0,0,0,0,0,.0036087739,,,
G1301535,258095168426,G0100490,2016714373.85,2016714372.77,0,0,0,0,0,0,.0078138402,,,
G1301535,258095168426,G0100490,2016714373.85,.243613792501,0,0,0,0,0,0,9.4389134e-13,,,
G1301535,258095168426,G0100490,2016714373.85,1.2932814562,0,0,0,0,0,0,5.0108706e-12,,,
G1301535,258095168426,G0100510,1702196113.47,1702196110.94,0,0,0,0,0,0,.0065952265,,,
G1301535,258095168426,G0100510,1702196113.47,.407571129567,0,0,0,0,0,0,1.5791505e-12,,,
G1301535,258095168426,G0100510,1702196113.47,.228769885209,0,0,0,0,0,0,8.8637805e-13,,,
G1301535,258095168426,G0100510,1702196113.47,.138732552925,0,0,0,0,0,0,5.3752478e-13,,,
G1301535,258095168426,G0100550,1421280067.1,1421280067.54,0,0,0,0,0,0,.0055068061,,,
G1301535,258095168426,G0100550,1421280067.1,.431834305954,0,0,0,0,0,0,1.6731592e-12,,,
G1301535,258095168426,G0100570,1630006249.86,.778798215659,0,0,0,0,0,0,3.0174847e-12,,,
G1301535,258095168426,G0100570,1630006249.86,1.15684364827,0,0,0,0,0,0,4.4822366e-12,,,
G1301535,258095168426,G0100570,1630006249.86,1630006247.69,0,0,0,0,0,0,.0063155242,,,
G1301535,258095168426,G0100590,1674467067.84,1674467071.1,0,0,0,0,0,0,.0064877891,,,
G1301535,258095168426,G0100630,1709245829.12,.248348200004,0,0,0,0,0,0,9.6223496e-13,,,
G1301535,258095168426,G0100630,1709245829.12,.537043719021,0,0,0,0,0,0,2.0807973e-12,,,
G1301535,258095168426,G0100630,1709245829.12,1709245827.01,0,0,0,0,0,0,.0066225408,,,
G1301535,258095168426,G0100630,1709245829.12,1.01011875788,0,0,0,0,0,0,3.9137452e-12,,,
G1301535,258095168426,G0100650,1700275044.82,.248348200004,0,0,0,0,0,0,9.6223496e-13,,,
G1301535,258095168426,G0100650,1700275044.82,1700275046.4,0,0,0,0,0,0,.0065877833,,,
G1301535,258095168426,G0100710,2918161775.88,2918161773.51,0,0,0,0,0,0,.011306534,,,
G1301535,258095168426,G0100710,2918161775.88,.495360258473,0,0,0,0,0,0,1.9192931e-12,,,
G1301535,258095168426,G0100710,2918161775.88,.3154448018,0,0,0,0,0,0,1.2222034e-12,,,
G1301535,258095168426,G0100730,2910681662.58,1.05027944324,0,0,0,0,0,0,4.0693495e-12,,,
G1301535,258095168426,G0100730,2910681662.58,2.61268615111,0,0,0,0,0,0,1.0122956e-11,,,
G1301535,258095168426,G0100730,2910681662.58,.609745742593,0,0,0,0,0,0,2.3624841e-12,,,
G1301535,258095168426,G0100730,2910681662.58,2910681653.57,0,0,0,0,0,0,.011277552,,,
G1301535,258095168426,G0100730,2910681662.58,.299331956765,0,0,0,0,0,0,1.1597736e-12,,,
G1301535,258095168426,G0100750,1568162558.45,1568162554.68,0,0,0,0,0,0,.0060759084,,,
G1301535,258095168426,G0100770,1861660236.25,1861660236,0,0,0,0,0,0,.0072130766,,,
G1301535,258095168426,G0100790,1859801692.72,.0633867404126,0,0,0,0,0,0,2.4559445e-13,,,
G1301535,258095168426,G0100790,1859801692.72,1859801689.01,0,0,0,0,0,0,.0072058756,,,
G1301535,258095168426,G0100810,1594298714.23,.0104279273913,0,0,0,0,0,0,4.0403421e-14,,,
G1301535,258095168426,G0100810,1594298714.23,1594298714.22,0,0,0,0,0,0,.0061771739,,,
G1301535,258095168426,G0100810,1594298714.23,1.59639809618,0,0,0,0,0,0,6.1853079e-12,,,
G1301535,258095168426,G0100830,1572343106.81,1572343106.39,0,0,0,0,0,0,.006092106,,,
G1301535,258095168426,G0100850,1877857235.2,16117673.0497,0,0,0,0,0,0,.000062448562,,,
G1301535,258095168426,G0100870,1588321606.61,768207934.961,0,0,0,0,0,0,.0029764522,,,
G1301535,258095168426,G0100890,2105290711.2,2105290707.48,0,0,0,0,0,0,.0081570325,,,
G1301535,258095168426,G0100890,2105290711.2,.712409283406,0,0,0,0,0,0,2.7602582e-12,,,
G1301535,258095168426,G0100890,2105290711.2,.495360258473,0,0,0,0,0,0,1.9192931e-12,,,
G1301535,258095168426,G0100910,2545604373.07,1.44132013056,0,0,0,0,0,0,5.5844522e-12,,,
G1301535,258095168426,G0100910,2545604373.07,620437645.873,0,0,0,0,0,0,.0024039103,,,
G1301535,258095168426,G0100930,1925864760.34,1925864762.02,0,0,0,0,0,0,.0074618398,,,
G1301535,258095168426,G0100930,1925864760.34,1.15684364827,0,0,0,0,0,0,4.4822366e-12,,,
G1301535,258095168426,G0100950,1614161926.26,.712409283406,0,0,0,0,0,0,2.7602582e-12,,,
G1301535,258095168426,G0100950,1614161926.26,1.2932814562,0,0,0,0,0,0,5.0108706e-12,,,
G1301535,258095168426,G0100950,1614161926.26,.3154448018,0,0,0,0,0,0,1.2222034e-12,,,
G1301535,258095168426,G0100950,1614161926.26,1614161924.71,0,0,0,0,0,0,.0062541347,,,
G1301535,258095168426,G0101010,2071394565.39,239744495.986,0,0,0,0,0,0,.00092889956,,,
G1301535,258095168426,G0101010,2071394565.39,.407571129567,0,0,0,0,0,0,1.5791505e-12,,,
G1301535,258095168426,G0101030,1551567060.62,1551567059.71,0,0,0,0,0,0,.0060116085,,,
G1301535,258095168426,G0101050,1875372847.65,1798538655.86,0,0,0,0,0,0,.0069685094,,,
G1301535,258095168426,G0101070,2305249596.09,.537043719021,0,0,0,0,0,0,2.0807973e-12,,,
G1301535,258095168426,G0101070,2305249596.09,2305249593.32,0,0,0,0,0,0,.0089317812,,,
G1301535,258095168426,G0101070,2305249596.09,.778798215659,0,0,0,0,0,0,3.0174847e-12,,,
G1301535,258095168426,G0101110,1512851496.1,.032580675296,0,0,0,0,0,0,1.2623512e-13,,,
G1301535,258095168426,G0101110,1512851496.1,.0749430139997,0,0,0,0,0,0,2.9036970e-13,,,
G1301535,258095168426,G0101110,1512851496.1,1512851497.18,0,0,0,0,0,0,.0058616032,,,
G1301535,258095168426,G0101130,1676717238.03,343605155.252,0,0,0,0,0,0,.0013313119,,,
G1301535,258095168426,G0101150,1692864873.74,.819876690693,0,0,0,0,0,0,3.1766449e-12,,,
G1301535,258095168426,G0101150,1692864873.74,.431834305954,0,0,0,0,0,0,1.6731592e-12,,,
G1301535,258095168426,G0101150,1692864873.74,1692864870.88,0,0,0,0,0,0,.0065590725,,,
G1301535,258095168426,G0101170,2096689743.97,.212694208394,0,0,0,0,0,0,8.2409215e-13,,,
G1301535,258095168426,G0101170,2096689743.97,1.05027944324,0,0,0,0,0,0,4.0693495e-12,,,
G1301535,258095168426,G0101170,2096689743.97,2096689740.07,0,0,0,0,0,0,.008123708,,,
G1301535,258095168426,G0101190,2365464600.9,2026997985.5,0,0,0,0,0,0,.007853684,,,
G1301535,258095168426,G0101190,2365464600.9,1.01011875788,0,0,0,0,0,0,3.9137452e-12,,,
G1301535,258095168426,G0101190,2365464600.9,1.44132013056,0,0,0,0,0,0,5.5844522e-12,,,
G1301535,258095168426,G0101210,1969058655.63,1.82046574773,0,0,0,0,0,0,7.0534672e-12,,,
G1301535,258095168426,G0101210,1969058655.63,.819876690693,0,0,0,0,0,0,3.1766449e-12,,,
G1301535,258095168426,G0101210,1969058655.63,.6020080717339999,0,0,0,0,0,0,2.3325042e-12,,,
G1301535,258095168426,G0101210,1969058655.63,1969058650.79,0,0,0,0,0,0,.0076291962,,,
G1301535,258095168426,G0101230,1984560899.88,.138732552925,0,0,0,0,0,0,5.3752478e-13,,,
G1301535,258095168426,G0101230,1984560899.88,1.59639809618,0,0,0,0,0,0,6.1853079e-12,,,
G1301535,258095168426,G0101230,1984560899.88,.0383706278592,0,0,0,0,0,0,1.4866853e-13,,,
G1301535,258095168426,G0101230,1984560899.88,1984560898.19,0,0,0,0,0,0,.0076892599,,,
G1301535,258095168426,G0101250,3499697967.08,2.61268615111,0,0,0,0,0,0,1.0122956e-11,,,
G1301535,258095168426,G0101250,3499697967.08,3499697965.87,0,0,0,0,0,0,.013559719,,,
G1301535,258095168426,G0101270,2085727475.87,.299331956765,0,0,0,0,0,0,1.1597736e-12,,,
G1301535,258095168426,G0101270,2085727475.87,.94262437462,0,0,0,0,0,0,3.6522356e-12,,,
G1301535,258095168426,G0101270,2085727475.87,.139615619649,0,0,0,0,0,0,5.4094625e-13,,,
G1301535,258095168426,G0101270,2085727475.87,2085727473.39,0,0,0,0,0,0,.0080812341,,,
G1301535,258095168426,G0101330,1636510933.64,.139615619649,0,0,0,0,0,0,5.4094625e-13,,,
G1301535,258095168426,G0101330,1636510933.64,1636510934.13,0,0,0,0,0,0,.0063407267,,,
G1301535,258095168426,G0101330,1636510933.64,.0633867404126,0,0,0,0,0,0,2.4559445e-13,,,
G1301535,258095168426,G1300010,1326387104.61,1326387104.31,0,0,0,0,0,0,.0051391395,,,
G1301535,258095168426,G1300010,1326387104.61,1.51404830931,0,0,0,0,0,0,5.8662402e-12,,,
G1301535,258095168426,G1300030,891221762.327,891221761.4960001,0,0,0,0,0,0,.0034530743,,,
G1301535,258095168426,G1300050,740535149.927,740535145.353,0,0,0,0,0,0,.0028692328,,,
G1301535,258095168426,G1300050,740535149.927,1.22933048926,0,0,0,0,0,0,4.7630901e-12,,,
G1301535,258095168426,G1300050,740535149.927,.0262449353192,0,0,0,0,0,0,1.0168704e-13,,,
G1301535,258095168426,G1300070,904358075.117,.73763594979,0,0,0,0,0,0,2.8579999e-12,,,
G1301535,258095168426,G1300070,904358075.117,904358071.147,0,0,0,0,0,0,.0035039713,,,
G1301535,258095168426,G1300070,904358075.117,1.28388814077,0,0,0,0,0,0,4.9744757e-12,,,
G1301535,258095168426,G1300090,692823256.847,467725757.78,0,0,0,0,0,0,.0018122221,,,
G1301535,258095168426,G1300110,605727504.755,230195255.601,0,0,0,0,0,0,.00089190068,,,
G1301535,258095168426,G1300150,1217600079.05,.715307986333,0,0,0,0,0,0,2.7714892e-12,,,
G1301535,258095168426,G1300150,1217600079.05,1217600080.66,0,0,0,0,0,0,.0047176401,,,
G1301535,258095168426,G1300150,1217600079.05,.209600314058,0,0,0,0,0,0,8.1210478e-13,,,
G1301535,258095168426,G1300150,1217600079.05,1.95460466564,0,0,0,0,0,0,7.5731938e-12,,,
G1301535,258095168426,G1300170,657940404.9809999,1.94609485167,0,0,0,0,0,0,7.5402219e-12,,,
G1301535,258095168426,G1300170,657940404.9809999,.0891048542569,0,0,0,0,0,0,3.4524030e-13,,,
G1301535,258095168426,G1300170,657940404.9809999,1.28670224771,0,0,0,0,0,0,4.9853789e-12,,,
G1301535,258095168426,G1300170,657940404.9809999,1.35572448522,0,0,0,0,0,0,5.2528086e-12,,,
G1301535,258095168426,G1300170,657940404.9809999,1.58015371027,0,0,0,0,0,0,6.1223682e-12,,,
G1301535,258095168426,G1300170,657940404.9809999,657940399.545,0,0,0,0,0,0,.0025492162,,,
G1301535,258095168426,G1300190,1185665257.44,1185665257.44,0,0,0,0,0,0,.0045939074,,,
G1301535,258095168426,G1300210,660797235.541,660797236.569,0,0,0,0,0,0,.0025602852,,,
G1301535,258095168426,G1300230,567569690.173,567569690.255,0,0,0,0,0,0,.0021990715,,,
G1301535,258095168426,G1300250,1158821828.33,6.85375831266,0,0,0,0,0,0,2.6555159e-11,,,
G1301535,258095168426,G1300250,1158821828.33,869188956.903,0,0,0,0,0,0,.0033677071,,,
G1301535,258095168426,G1300250,1158821828.33,1.95403922316,0,0,0,0,0,0,7.5710029e-12,,,
