gisjoin_1880,cnty_area_1880,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,1565529772.77,G0100010,1565529772.77,1565529771.48,13108,13108.001,13108,36,41,13108,13108.001,13108,36,41,1,1,1,1,1,1
G0100030,4232265763.35,G0100030,4232265763.35,4232265761.61,8603,8603,8603,36,45,8603,8603,8603,36,45,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.836149027108,0,0,0,0,0,33979,33979,33979,89,173,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,2342716424.56,33979,33979,33979,89,173,33979,33979,33979,89,173,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.5085451300529999,0,0,0,0,0,33979,33979,33979,89,173,2.1707498e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.361295548844,0,0,0,0,0,33979,33979,33979,89,173,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.707204585935,0,0,0,0,0,33979,33979,33979,89,173,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0100110,1621500979.98,.836149027108,0,0,0,0,0,33979,33979,33979,89,173,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100450,1457342935.36,.361295548844,0,0,0,0,0,33979,33979,33979,89,173,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100670,1471981060.2,.707204585935,0,0,0,0,0,33979,33979,33979,89,173,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0101130,1676717238.03,.5085451300529999,0,0,0,0,0,33979,33979,33979,89,173,2.1707498e-10,0,0,0,0,0
G0100070,1600251808.56,G0100070,1621774444.63,.212694208394,0,0,0,0,0,9487,9487,9487,21,31,1.3291296e-10,0,0,0,0,0
G0100070,1600251808.56,G0100070,1621774444.63,1598750278.85,9481.0967,9481.0254,9480.7275,21,31,9487,9487,9487,21,31,.9990617,.99937773,.99937022,.99933887,1,1
G0100070,1600251808.56,G0100070,1621774444.63,.0333161843046,0,0,0,0,0,9487,9487,9487,21,31,2.0819339e-11,0,0,0,0,0
G0100070,1600251808.56,G0101170,2096689743.97,1501530.11882,5.9035473,5.9741812,6.2721133,0,0,9487,9487,9487,21,31,.00093830866,.00062227756,.0006297229,.00066112715,0,0
G0100070,1600251808.56,G0101170,2096689743.97,.212694208394,0,0,0,0,0,9487,9487,9487,21,31,1.3291296e-10,0,0,0,0,0
G0100090,2095596807.72,G0100090,1685071135.65,1685071135.36,12321.698,12355.761,12013.636,1,1,15369,15369.001,15368.999,1,1,.80410081,.80172414,.80394042,.78167975,1,1
G0100090,2095596807.72,G0100090,1685071135.65,.609745742593,0,0,0,0,0,15369,15369.001,15368.999,1,1,2.9096520e-10,0,0,0,0,0
G0100090,2095596807.72,G0100430,1954996982.88,.94262437462,0,0,0,0,0,15369,15369.001,15368.999,1,1,4.4981191e-10,0,0,0,0,0
G0100090,2095596807.72,G0100430,1954996982.88,400905671.173,2966.3347,2932.0005,3290.4856,0,0,15369,15369.001,15368.999,1,1,.19130859,.19300766,.19077365,.21409889,0,0
G0100090,2095596807.72,G0100730,2910681662.58,.609745742593,0,0,0,0,0,15369,15369.001,15368.999,1,1,2.9096520e-10,0,0,0,0,0
G0100090,2095596807.72,G0101150,1692864873.74,.0142770357663,0,0,0,0,0,15369,15369.001,15368.999,1,1,6.8128736e-12,0,0,0,0,0
G0100090,2095596807.72,G0101150,1692864873.74,9620000.38497,80.966949,81.239311,64.877838,0,0,15369,15369.001,15368.999,1,1,.0045905779,.0052681989,.0052859201,.0042213444,0,0
G0100090,2095596807.72,G0101270,2085727475.87,.94262437462,0,0,0,0,0,15369,15369.001,15368.999,1,1,4.4981191e-10,0,0,0,0,0
G0100110,1616697182.68,G0100050,2342716427.73,.836149027108,0,0,0,0,0,29066.002,29066,29066,31,47,5.1719584e-10,0,0,0,0,0
G0100110,1616697182.68,G0100110,1621500979.98,1616697180.35,29066.002,29066,29066,31,47,29066.002,29066,29066,31,47,1,1,1,1,1,1
G0100110,1616697182.68,G0100110,1621500979.98,.836149027108,0,0,0,0,0,29066.002,29066,29066,31,47,5.1719584e-10,0,0,0,0,0
G0100110,1616697182.68,G0100110,1621500979.98,1.39924274657,0,0,0,0,0,29066.002,29066,29066,31,47,8.6549462e-10,0,0,0,0,0
