gisjoin_1960,cnty_area_1960,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,1565529772.77,G0100010,1565529772.77,1565529771.48,19336.738,19336.738,19336.738,1088,2312,19336.738,19336.738,19336.738,1088,2312,1,1,1,1,1,1
G0100030,4232265763.35,G0100030,4232265763.35,4232265761.61,54686.344,54686.344,54686.344,3845,8824,54686.344,54686.344,54686.344,3845,8824,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.5085451300529999,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,2.1707498e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.707204585935,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.836149027108,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,2342716424.56,24982.879,24982.879,24982.879,919,2529,24982.879,24982.879,24982.879,919,2529,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.361295548844,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100110,1621500979.98,.836149027108,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100450,1457342935.36,.361295548844,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100670,1471981060.2,.707204585935,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0101130,1676717238.03,.5085451300529999,0,0,0,0,0,24982.879,24982.879,24982.879,919,2529,2.1707498e-10,0,0,0,0,0
G0100070,1621774444.63,G0100070,1621774444.63,1621774444.94,15466.569,15466.569,15466.569,114,867,15466.569,15466.569,15466.569,114,867,1,1,1,1,1,1
G0100070,1621774444.63,G0100070,1621774444.63,.212694208394,0,0,0,0,0,15466.569,15466.569,15466.569,114,867,1.3114906e-10,0,0,0,0,0
G0100070,1621774444.63,G0101170,2096689743.97,.212694208394,0,0,0,0,0,15466.569,15466.569,15466.569,114,867,1.3114906e-10,0,0,0,0,0
G0100090,1685071135.65,G0100090,1685071135.65,.609745742593,0,0,0,0,0,27001.693,27001.693,27001.693,2297,3547,3.6185163e-10,0,0,0,0,0
G0100090,1685071135.65,G0100090,1685071135.65,1685071135.37,27001.693,27001.693,27001.693,2297,3547,27001.693,27001.693,27001.693,2297,3547,1,1,1,1,1,1
G0100090,1685071135.65,G0100730,2910681662.58,.609745742593,0,0,0,0,0,27001.693,27001.693,27001.693,2297,3547,3.6185163e-10,0,0,0,0,0
G0100110,1621500979.98,G0100050,2342716427.73,.836149027108,0,0,0,0,0,14025.549,14025.549,14025.549,417,944,5.1566362e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,.836149027108,0,0,0,0,0,14025.549,14025.549,14025.549,417,944,5.1566362e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,1.39924274657,0,0,0,0,0,14025.549,14025.549,14025.549,417,944,8.6293056e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,.391034039729,0,0,0,0,0,14025.549,14025.549,14025.549,417,944,2.4115560e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,1621500978.43,14025.549,14025.549,14025.549,417,944,14025.549,14025.549,14025.549,417,944,1,1,1,1,1,1
G0100110,1621500979.98,G0101010,2071394565.39,1.39924274657,0,0,0,0,0,14025.549,14025.549,14025.549,417,944,8.6293056e-10,0,0,0,0,0
