gisjoin_1930,cnty_area_1930,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,1565529772.77,G0100010,1565529772.77,1565529771.48,19694,19694.002,19694,331,519,19694,19694.002,19694,331,519,1,1,1,1,1,1
G0100030,4232265763.35,G0100030,4232265763.35,4232265761.61,28289.002,28289,28289,888,1365,28289.002,28289,28289,888,1365,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.836149027108,0,0,0,0,0,32424.998,32424.998,32425,356,878,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.361295548844,0,0,0,0,0,32424.998,32424.998,32425,356,878,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.5085451300529999,0,0,0,0,0,32424.998,32424.998,32425,356,878,2.1707498e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,2342716424.56,32424.998,32424.998,32425,356,878,32424.998,32424.998,32425,356,878,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.707204585935,0,0,0,0,0,32424.998,32424.998,32425,356,878,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0100110,1621500979.98,.836149027108,0,0,0,0,0,32424.998,32424.998,32425,356,878,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100450,1457342935.36,.361295548844,0,0,0,0,0,32424.998,32424.998,32425,356,878,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100670,1471981060.2,.707204585935,0,0,0,0,0,32424.998,32424.998,32425,356,878,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0101130,1676717238.03,.5085451300529999,0,0,0,0,0,32424.998,32424.998,32425,356,878,2.1707498e-10,0,0,0,0,0
G0100070,1621774444.63,G0100070,1621774444.63,1621774444.94,20780,20780,20780,64,293,20780,20780,20780,64,293,1,1,1,1,1,1
G0100070,1621774444.63,G0100070,1621774444.63,.212694208394,0,0,0,0,0,20780,20780,20780,64,293,1.3114906e-10,0,0,0,0,0
G0100070,1621774444.63,G0101170,2096689743.97,.212694208394,0,0,0,0,0,20780,20780,20780,64,293,1.3114906e-10,0,0,0,0,0
G0100090,1685071135.65,G0100090,1685071135.65,.609745742593,0,0,0,0,0,28019.998,28020,28020,607,771,3.6185163e-10,0,0,0,0,0
G0100090,1685071135.65,G0100090,1685071135.65,1685071135.37,28019.998,28020,28020,607,771,28019.998,28020,28020,607,771,1,1,1,1,1,1
G0100090,1685071135.65,G0100730,2910681662.58,.609745742593,0,0,0,0,0,28019.998,28020,28020,607,771,3.6185163e-10,0,0,0,0,0
G0100110,1621500979.98,G0100050,2342716427.73,.836149027108,0,0,0,0,0,20016,20016,20016,204,420,5.1566362e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,1.39924274657,0,0,0,0,0,20016,20016,20016,204,420,8.6293056e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,.836149027108,0,0,0,0,0,20016,20016,20016,204,420,5.1566362e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,1621500978.43,20016,20016,20016,204,420,20016,20016,20016,204,420,1,1,1,1,1,1
