gisjoin_1950,cnty_area_1950,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,1565529772.77,G0100010,1565529772.77,1565529771.48,18186,18186,18186,753,1285,18186,18186,18186,753,1285,1,1,1,1,1,1
G0100030,4232265763.35,G0100030,4232265763.35,4232265761.61,40996.996,40997,40997,2496,4703,40996.996,40997,40997,2496,4703,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.707204585935,0,0,0,0,0,28892.002,28892,28892,705,1823,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.5085451300529999,0,0,0,0,0,28892.002,28892,28892,705,1823,2.1707498e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.361295548844,0,0,0,0,0,28892.002,28892,28892,705,1823,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.836149027108,0,0,0,0,0,28892.002,28892,28892,705,1823,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,2342716424.56,28892.002,28892,28892,705,1823,28892.002,28892,28892,705,1823,1,1,1,1,1,1
G0100050,2342716427.73,G0100110,1621500979.98,.836149027108,0,0,0,0,0,28892.002,28892,28892,705,1823,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100450,1457342935.36,.361295548844,0,0,0,0,0,28892.002,28892,28892,705,1823,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100670,1471981060.2,.707204585935,0,0,0,0,0,28892.002,28892,28892,705,1823,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0101130,1676717238.03,.5085451300529999,0,0,0,0,0,28892.002,28892,28892,705,1823,2.1707498e-10,0,0,0,0,0
G0100070,1621774444.63,G0100070,1621774444.63,1621774444.94,17987,17987,17987,100,668,17987,17987,17987,100,668,1,1,1,1,1,1
G0100070,1621774444.63,G0100070,1621774444.63,.212694208394,0,0,0,0,0,17987,17987,17987,100,668,1.3114906e-10,0,0,0,0,0
