gisjoin_1920,cnty_area_1920,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,1565529772.77,G0100010,1565529772.77,1565529771.48,18908,18908.002,18908,248,373,18908,18908.002,18908,248,373,1,1,1,1,1,1
G0100030,4232265763.35,G0100030,4232265763.35,4232265761.61,20730,20730,20730,473,673,20730,20730,20730,473,673,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.836149027108,0,0,0,0,0,32066.998,32067,32067,262,619,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.361295548844,0,0,0,0,0,32066.998,32067,32067,262,619,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,2342716424.56,32066.998,32067,32067,262,619,32066.998,32067,32067,262,619,1,1,1,1,1,1
G0100050,2342716427.73,G0100050,2342716427.73,.5085451300529999,0,0,0,0,0,32066.998,32067,32067,262,619,2.1707498e-10,0,0,0,0,0
G0100050,2342716427.73,G0100050,2342716427.73,.707204585935,0,0,0,0,0,32066.998,32067,32067,262,619,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0100110,1621500979.98,.836149027108,0,0,0,0,0,32066.998,32067,32067,262,619,3.5691430e-10,0,0,0,0,0
G0100050,2342716427.73,G0100450,1457342935.36,.361295548844,0,0,0,0,0,32066.998,32067,32067,262,619,1.5422078e-10,0,0,0,0,0
G0100050,2342716427.73,G0100670,1471981060.2,.707204585935,0,0,0,0,0,32066.998,32067,32067,262,619,3.0187375e-10,0,0,0,0,0
G0100050,2342716427.73,G0101130,1676717238.03,.5085451300529999,0,0,0,0,0,32066.998,32067,32067,262,619,2.1707498e-10,0,0,0,0,0
G0100070,1608082329.68,G0100070,1621774444.63,.212694208394,0,0,0,0,0,23144,23144,23144,51,193,1.3226574e-10,0,0,0,0,0
G0100070,1608082329.68,G0100070,1621774444.63,1608082329.98,23144,23144,23144,51,193,23144,23144,23144,51,193,1,1,1,1,1,1
G0100070,1608082329.68,G0101170,2096689743.97,.212694208394,0,0,0,0,0,23144,23144,23144,51,193,1.3226574e-10,0,0,0,0,0
G0100090,1685071135.65,G0100090,1685071135.65,1685071135.37,25537.998,25538,25538,430,501,25537.998,25538,25538,430,501,1,1,1,1,1,1
G0100090,1685071135.65,G0100090,1685071135.65,.609745742593,0,0,0,0,0,25537.998,25538,25538,430,501,3.6185163e-10,0,0,0,0,0
G0100090,1685071135.65,G0100730,2910681662.58,.609745742593,0,0,0,0,0,25537.998,25538,25538,430,501,3.6185163e-10,0,0,0,0,0
G0100110,1621500979.98,G0100050,2342716427.73,.836149027108,0,0,0,0,0,25333,25333,25333,159,296,5.1566362e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,.836149027108,0,0,0,0,0,25333,25333,25333,159,296,5.1566362e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,1621500978.43,25333,25333,25333,159,296,25333,25333,25333,159,296,1,1,1,1,1,1
G0100110,1621500979.98,G0100110,1621500979.98,.391034039729,0,0,0,0,0,25333,25333,25333,159,296,2.4115560e-10,0,0,0,0,0
G0100110,1621500979.98,G0100110,1621500979.98,1.39924274657,0,0,0,0,0,25333,25333,25333,159,296,8.6293056e-10,0,0,0,0,0
G0100110,1621500979.98,G0101010,2071394565.39,1.39924274657,0,0,0,0,0,25333,25333,25333,159,296,8.6293056e-10,0,0,0,0,0
G0100110,1621500979.98,G0101130,1676717238.03,.391034039729,0,0,0,0,0,25333,25333,25333,159,296,2.4115560e-10,0,0,0,0,0
G0100130,2014835521.97,G0100130,2014835521.97,3.71829631831,0,0,0,0,0,29531.002,29531,29531,90,118,1.8454590e-09,0,0,0,0,0
G0100130,2014835521.97,G0100130,2014835521.97,.8815393749,0,0,0,0,0,29531.002,29531,29531,90,118,4.3752424e-10,0,0,0,0,0
G0100130,2014835521.97,G0100130,2014835521.97,2014835516.94,29531.002,29531,29531,90,118,29531.002,29531,29531,90,118,1,1,1,1,1,1
G0100130,2014835521.97,G0100130,2014835521.97,.197359351331,0,0,0,0,0,29531.002,29531,29531,90,118,9.7953083e-11,0,0,0,0,0
G0100130,2014835521.97,G0100350,2208016289.69,.197359351331,0,0,0,0,0,29531.002,29531,29531,90,118,9.7953083e-11,0,0,0,0,0
G0100130,2014835521.97,G0100410,1582181145.37,.8815393749,0,0,0,0,0,29531.002,29531,29531,90,118,4.3752424e-10,0,0,0,0,0
G0100130,2014835521.97,G0101310,2350354980.74,3.71829631831,0,0,0,0,0,29531.002,29531,29531,90,118,1.8454590e-09,0,0,0,0,0
G0100150,1585923967.28,G0100150,1585923967.28,1585923964.44,47821.996,47822,47822,693,2257,47821.996,47822,47822,693,2257,1,1,1,1,1,1
G0100150,1585923967.28,G0100150,1585923967.28,2.55138476395,0,0,0,0,0,47821.996,47822,47822,693,2257,1.6087687e-09,0,0,0,0,0
G0100150,1585923967.28,G0100150,1585923967.28,.6020080717339999,0,0,0,0,0,47821.996,47822,47822,693,2257,3.7959452e-10,0,0,0,0,0
G0100150,1585923967.28,G0100290,1453048943.35,2.55138476395,0,0,0,0,0,47821.996,47822,47822,693,2257,1.6087687e-09,0,0,0,0,0
G0100150,1585923967.28,G0101210,1969058655.63,.6020080717339999,0,0,0,0,0,47821.996,47822,47822,693,2257,3.7959452e-10,0,0,0,0,0
G0100170,1562061547.49,G0100170,1562061547.49,.0104279273913,0,0,0,0,0,41201,41201,41201,1186,3031,6.6757468e-12,0,0,0,0,0
G0100170,1562061547.49,G0100170,1562061547.49,1562061547.6,41201,41201,41201,1186,3031,41201,41201,41201,1186,3031,1,1,1,1,1,1
G0100170,1562061547.49,G0100810,1594298714.23,.0104279273913,0,0,0,0,0,41201,41201,41201,1186,3031,6.6757468e-12,0,0,0,0,0
G0100190,1553882838.62,G0100190,1553882838.62,1553882837.04,20862,20862,20862,264,295,20862,20862,20862,264,295,1,1,1,1,1,1
G0100190,1553882838.62,G0100190,1553882838.62,.243613792501,0,0,0,0,0,20862,20862,20862,264,295,1.5677745e-10,0,0,0,0,0
G0100190,1553882838.62,G0100490,2016714373.85,.243613792501,0,0,0,0,0,20862,20862,20862,264,295,1.5677745e-10,0,0,0,0,0
