gisjoin_1850,cnty_area_1850,gisjoin_1990,cnty_area_1990,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,2553623524.51,G0100010,1565529772.77,1565529771.6,9210.4951,9220.7588,9396.5537,17,20,15023.001,15023,15023,30,33,.61306208,.6130929,.61377615,.62547785,.56666666,.60606062
G0100010,2553623524.51,G0100210,1814971185.03,556927123.272,3297.8755,3369.2419,3025.1018,0,0,15023.001,15023,15023,30,33,.21809289,.21952175,.22427225,.2013647,0,0
G0100010,2553623524.51,G0100510,1702196113.47,431166625.062,2514.6301,2432.9993,2601.3442,13,13,15023.001,15023,15023,30,33,.16884503,.16738534,.16195163,.17315744,.43333334,.39393941
G0100010,2553623524.51,G0100510,1702196113.47,.407571129567,0,0,0,0,0,15023.001,15023,15023,30,33,1.5960502e-10,0,0,0,0,0
G0100010,2553623524.51,G0101010,2071394565.39,.407571129567,0,0,0,0,0,15023.001,15023,15023,30,33,1.5960502e-10,0,0,0,0,0
G0100030,4999696274.53,G0100030,4232265763.35,4232265761.65,3735.7405,3649.9043,3707.7634,16,19,4414,4414,4414,16,19,.84650457,.84633905,.82689267,.84000075,1,1
G0100030,4999696274.53,G0100530,2468176988.57,767430511.071,678.25958,764.09583,706.23651,0,0,4414,4414,4414,16,19,.15349543,.15366098,.17310734,.15999921,0,0
G0100030,4999696274.53,G0100970,3251206069.42,.606372914655,0,0,0,0,0,4414,4414,4414,16,19,1.2128196e-10,0,0,0,0,0
G0100050,2707546222.48,G0100050,2342716427.73,.361295548844,0,0,0,0,0,23632,23632,23632,21,27,1.3344022e-10,0,0,0,0,0
G0100050,2707546222.48,G0100050,2342716427.73,2342716424.56,20463.025,20424.203,20425.016,18,23,23632,23632,23632,21,27,.86525446,.86590326,.86426044,.86429483,.85714287,.85185188
G0100050,2707546222.48,G0100050,2342716427.73,.707204585935,0,0,0,0,0,23632,23632,23632,21,27,2.6119759e-10,0,0,0,0,0
G0100050,2707546222.48,G0100050,2342716427.73,.5085451300529999,0,0,0,0,0,23632,23632,23632,21,27,1.8782510e-10,0,0,0,0,0
G0100050,2707546222.48,G0100050,2342716427.73,.836149027108,0,0,0,0,0,23632,23632,23632,21,27,3.0882169e-10,0,0,0,0,0
G0100050,2707546222.48,G0100110,1621500979.98,208409521.805,1807.1016,1770.7776,1699.855,0,0,23632,23632,23632,21,27,.07697358,.076468416,.074931346,.071930222,0,0
G0100050,2707546222.48,G0100110,1621500979.98,.836149027108,0,0,0,0,0,23632,23632,23632,21,27,3.0882169e-10,0,0,0,0,0
G0100050,2707546222.48,G0100450,1457342935.36,.361295548844,0,0,0,0,0,23632,23632,23632,21,27,1.3344022e-10,0,0,0,0,0
G0100050,2707546222.48,G0100670,1471981060.2,.707204585935,0,0,0,0,0,23632,23632,23632,21,27,2.6119759e-10,0,0,0,0,0
