gisjoin_1900,cnty_area_1900,gisjoin_2020,cnty_area_2020,cnty_part_area,cnty_part_pop_m2,cnty_part_pop_m3,cnty_part_pop_m4,cnty_part_pop_m5,cnty_part_pop_m6,cnty_pop_m2,cnty_pop_m3,cnty_pop_m4,cnty_pop_m5,cnty_pop_m6,m1_weight,m2_weight,m3_weight,m4_weight,m5_weight,m6_weight
G0100010,1565529772.77,1001,1565309073.27,4.60582014501,0,0,0,0,0,17915,17915,17915,141,190,2.9420202e-09,0,0,0,0,0
G0100010,1565529772.77,1001,1565309073.27,1565043311.84,17915,17915,17915,141,190,17915,17915,17915,141,190,.99968928,1,1,1,1,1
G0100010,1565529772.77,1001,1565309073.27,.516596756648,0,0,0,0,0,17915,17915,17915,141,190,3.2998207e-10,0,0,0,0,0
G0100010,1565529772.77,1001,1565309073.27,.503591593666,0,0,0,0,0,17915,17915,17915,141,190,3.2167488e-10,0,0,0,0,0
G0100010,1565529772.77,1021,1815031029.68,1932.56253896,0,0,0,0,0,17915,17915,17915,141,190,1.2344464e-06,0,0,0,0,0
G0100010,1565529772.77,1021,1815031029.68,.947983289586,0,0,0,0,0,17915,17915,17915,141,190,6.0553512e-10,0,0,0,0,0
G0100010,1565529772.77,1047,2574044547.69,481104.44638,0,0,0,0,0,17915,17915,17915,141,190,.00030731095,0,0,0,0,0
G0100010,1565529772.77,1051,1701726827.49,2368.46253922,0,0,0,0,0,17915,17915,17915,141,190,1.5128825e-06,0,0,0,0,0
G0100010,1565529772.77,1085,1877923143.15,5.44259795947,0,0,0,0,0,17915,17915,17915,141,190,3.4765215e-09,0,0,0,0,0
G0100010,1565529772.77,1085,1877923143.15,1014.61515187,0,0,0,0,0,17915,17915,17915,141,190,6.4809700e-07,0,0,0,0,0
G0100010,1565529772.77,1101,2071762626.9,29.7576012086,0,0,0,0,0,17915,17915,17915,141,190,1.9008008e-08,0,0,0,0,0
G0100010,1565529772.77,1101,2071762626.9,.0532045748041,0,0,0,0,0,17915,17915,17915,141,190,3.3985030e-11,0,0,0,0,0
G0100030,4232265763.35,1003,5250611951.3,.550452043469,0,0,0,0,0,13194,13194,13194,171,212,1.3006084e-10,0,0,0,0,0
G0100030,4232265763.35,1003,5250611951.3,.133506127341,0,0,0,0,0,13194,13194,13194,171,212,3.1544836e-11,0,0,0,0,0
G0100030,4232265763.35,1003,5250611951.3,4231522513.71,13190.867,13194,13194,171,212,13194,13194,13194,171,212,.9998244,.99976254,1,1,1,1
G0100030,4232265763.35,1003,5250611951.3,.695786122626,0,0,0,0,0,13194,13194,13194,171,212,1.6440038e-10,0,0,0,0,0
G0100030,4232265763.35,1025,3244152410.91,.0491438560318,0,0,0,0,0,13194,13194,13194,171,212,1.1611713e-11,0,0,0,0,0
G0100030,4232265763.35,1025,3244152410.91,4.35955163153,0,0,0,0,0,13194,13194,13194,171,212,1.0300751e-09,0,0,0,0,0
G0100030,4232265763.35,1053,2468620206.73,666.798255946,0,0,0,0,0,13194,13194,13194,171,212,1.5755113e-07,0,0,0,0,0
G0100030,4232265763.35,1053,2468620206.73,.784281282147,0,0,0,0,0,13194,13194,13194,171,212,1.8531003e-10,0,0,0,0,0
G0100030,4232265763.35,1097,4258075409.49,.606191715366,0,0,0,0,0,13194,13194,13194,171,212,1.4323101e-10,0,0,0,0,0
G0100030,4232265763.35,1097,4258075409.49,299731.912405,0,0,0,0,0,13194,13194,13194,171,212,.000070820672,0,0,0,0,0
G0100030,4232265763.35,1099,2679079672.83,2595.12230022,0,0,0,0,0,13194,13194,13194,171,212,6.1317564e-07,0,0,0,0,0
G0100030,4232265763.35,1129,2819373220.22,.798617224476,0,0,0,0,0,13194,13194,13194,171,212,1.8869732e-10,0,0,0,0,0
G0100030,4232265763.35,1129,2819373220.22,1.22720289085,0,0,0,0,0,13194,13194,13194,171,212,2.8996358e-10,0,0,0,0,0
G0100030,4232265763.35,12033,2915576688.19,440247.256296,3.1324785,0,0,0,0,13194,13194,13194,171,212,.00010402164,.0002374169,0,0,0,0
G0100050,2342716427.73,1005,2342683550.24,.342481774614,0,0,0,0,0,35152,35152,35152,171,398,1.4619003e-10,0,0,0,0,0
G0100050,2342716427.73,1005,2342683550.24,2342635701.11,35152,35152,35152,171,398,35152,35152,35152,171,398,.99996555,1,1,1,1,1
G0100050,2342716427.73,1005,2342683550.24,.000119088292873,0,0,0,0,0,35152,35152,35152,171,398,5.0833422e-14,0,0,0,0,0
G0100050,2342716427.73,1005,2342683550.24,.996010755248,0,0,0,0,0,35152,35152,35152,171,398,4.2515208e-10,0,0,0,0,0
G0100050,2342716427.73,1005,2342683550.24,.462694666514,0,0,0,0,0,35152,35152,35152,171,398,1.9750349e-10,0,0,0,0,0
G0100050,2342716427.73,1011,1619114250.64,28173.2437126,0,0,0,0,0,35152,35152,35152,171,398,.000012025887,0,0,0,0,0
G0100050,2342716427.73,1011,1619114250.64,.433058673498,0,0,0,0,0,35152,35152,35152,171,398,1.8485322e-10,0,0,0,0,0
G0100050,2342716427.73,1045,1457327594.03,2.13148753156,0,0,0,0,0,35152,35152,35152,171,398,9.0983593e-10,0,0,0,0,0
G0100050,2342716427.73,1045,1457327594.03,6451.7141135,0,0,0,0,0,35152,35152,35152,171,398,2.7539459e-06,0,0,0,0,0
G0100050,2342716427.73,1067,1471913507.23,2573.93530661,0,0,0,0,0,35152,35152,35152,171,398,1.0986969e-06,0,0,0,0,0
G0100050,2342716427.73,1109,1742984573.17,42568.0882632,0,0,0,0,0,35152,35152,35152,171,398,.000018170398,0,0,0,0,0
G0100050,2342716427.73,1113,1676217062.86,909.5565089740001,0,0,0,0,0,35152,35152,35152,171,398,3.8824865e-07,0,0,0,0,0
G0100050,2342716427.73,13061,562640894.0319999,1.00361373949,0,0,0,0,0,35152,35152,35152,171,398,4.2839746e-10,0,0,0,0,0
