GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G0100010","Alabama","01","010","Autauga County","001","0010",24460,32259,34222,43671,54571,58805
"G0100030","Alabama","01","010","Baldwin County","003","0030",59382,78556,98280,140415,182265,231767
"G0100050","Alabama","01","010","Barbour County","005","0050",22543,24756,25417,29038,27457,25223
"G0100070","Alabama","01","010","Bibb County","007","0070",13812,15723,16576,20826,22915,22293
"G0100090","Alabama","01","010","Blount County","009","0090",26853,36459,39248,51024,57322,59134
"G0100110","Alabama","01","010","Bullock County","011","0110",11824,10596,11042,11714,10914,10357
"G0100130","Alabama","01","010","Butler County","013","0130",22007,21680,21892,21399,20947,19051
"G0100150","Alabama","01","010","Calhoun County","015","0150",103092,119761,116034,112249,118572,116441
"G0100170","Alabama","01","010","Chambers County","017","0170",36356,39191,36876,36583,34215,34772
"G0100190","Alabama","01","010","Cherokee County","019","0190",15606,18760,19543,23988,25989,24971
"G0100210","Alabama","01","010","Chilton County","021","0210",25180,30612,32458,39593,43643,45014
"G0100230","Alabama","01","010","Choctaw County","023","0230",16589,16839,16018,15922,13859,12665
"G0100250","Alabama","01","010","Clarke County","025","0250",26724,27702,27240,27867,25833,23087
"G0100270","Alabama","01","010","Clay County","027","0270",12636,13703,13252,14254,13932,14236
"G0100290","Alabama","01","010","Cleburne County","029","0290",10996,12595,12730,14123,14972,15056
"G0100310","Alabama","01","010","Coffee County","031","0310",34872,38533,40240,43615,49948,53465
"G0100330","Alabama","01","010","Colbert County","033","0330",49632,54519,51666,54984,54428,57227
"G0100350","Alabama","01","010","Conecuh County","035","0350",15645,15884,14054,14089,13228,11597
"G0100370","Alabama","01","010","Coosa County","037","0370",10662,11377,11063,12202,11539,10387
"G0100390","Alabama","01","010","Covington County","039","0390",34079,36850,36478,37631,37765,37570
"G0100410","Alabama","01","010","Crenshaw County","041","0410",13188,14110,13635,13665,13906,13194
"G0100430","Alabama","01","010","Cullman County","043","0430",52445,61642,67613,77483,80406,87866
"G0100450","Alabama","01","010","Dale County","045","0450",52938,47821,49633,49129,50251,49326
"G0100470","Alabama","01","010","Dallas County","047","0470",55296,53981,48130,46365,43820,38462
"G0100490","Alabama","01","010","DeKalb County","049","0490",41981,53658,54651,64452,71109,71608
"G0100510","Alabama","01","010","Elmore County","051","0510",33535,43390,49210,65874,79303,87977
"G0100530","Alabama","01","010","Escambia County","053","0530",34906,38440,35518,38440,38319,36757
"G0100550","Alabama","01","010","Etowah County","055","0550",94144,103057,99840,103459,104430,103436
"G0100570","Alabama","01","010","Fayette County","057","0570",16252,18809,17962,18495,17241,16321
"G0100590","Alabama","01","010","Franklin County","059","0590",23933,28350,27814,31223,31704,32113
"G0100610","Alabama","01","010","Geneva County","061","0610",21924,24253,23647,25764,26790,26659
"G0100630","Alabama","01","010","Greene County","063","0630",10650,11021,10153,9974,9045,7730
"G0100650","Alabama","01","010","Hale County","065","0650",15888,15604,15498,17185,15760,14785
"G0100670","Alabama","01","010","Henry County","067","0670",13254,15302,15374,16310,17302,17146
"G0100690","Alabama","01","010","Houston County","069","0690",56574,74632,81331,88787,101547,107202
"G0100710","Alabama","01","010","Jackson County","071","0710",39202,51407,47796,53926,53227,52579
"G0100730","Alabama","01","010","Jefferson County","073","0730",644991,671324,651525,662047,658466,674721
"G0100750","Alabama","01","010","Lamar County","075","0750",14335,16453,15715,15904,14564,13972
"G0100770","Alabama","01","010","Lauderdale County","077","0770",68111,80546,79661,87966,92709,93564
"G0100790","Alabama","01","010","Lawrence County","079","0790",27281,30170,31513,34803,34339,33073
"G0100810","Alabama","01","010","Lee County","081","0810",61268,76283,87146,115092,140247,174241
"G0100830","Alabama","01","010","Limestone County","083","0830",41699,46005,54135,65676,82782,103570
"G0100850","Alabama","01","010","Lowndes County","085","0850",12897,13253,12658,13473,11299,10311
"G0100870","Alabama","01","010","Macon County","087","0870",24841,26829,24928,24105,21452,19532
"G0100890","Alabama","01","010","Madison County","089","0890",186540,196966,238912,276700,334811,388153
"G0100910","Alabama","01","010","Marengo County","091","0910",23819,25047,23084,22539,21027,19323
"G0100930","Alabama","01","010","Marion County","093","0930",23788,30041,29830,31214,30776,29341
"G0100950","Alabama","01","010","Marshall County","095","0950",54211,65622,70832,82231,93019,97612
"G0100970","Alabama","01","010","Mobile County","097","0970",317308,364980,378643,399843,412992,414809
"G0100990","Alabama","01","010","Monroe County","099","0990",20883,22651,23968,24324,23068,19772
"G0101010","Alabama","01","010","Montgomery County","101","1010",167790,197038,209085,223510,229363,228954
"G0101030","Alabama","01","010","Morgan County","103","1030",77306,90231,100043,111064,119490,123421
"G0101050","Alabama","01","010","Perry County","105","1050",15388,15012,12759,11861,10591,8511
"G0101070","Alabama","01","010","Pickens County","107","1070",20326,21481,20699,20949,19746,19123
"G0101090","Alabama","01","010","Pike County","109","1090",25038,28050,27595,29605,32899,33009
"G0101110","Alabama","01","010","Randolph County","111","1110",18331,20075,19881,22380,22913,21967
"G0101130","Alabama","01","010","Russell County","113","1130",45394,47356,46860,49756,52947,59183
"G0101170","Alabama","01","010","Shelby County","117","1170",38037,66298,99358,143293,195085,223024
"G0101150","Alabama","01","010","St. Clair County","115","1150",27956,41205,50009,64742,83593,91103
"G0101190","Alabama","01","010","Sumter County","119","1190",16974,16908,16174,14798,13763,12345
"G0101210","Alabama","01","010","Talladega County","121","1210",65280,73826,74107,80321,82291,82149
"G0101230","Alabama","01","010","Tallapoosa County","123","1230",33840,38676,38826,41475,41616,41311
"G0101250","Alabama","01","010","Tuscaloosa County","125","1250",116029,137541,150522,164875,194656,227036
"G0101270","Alabama","01","010","Walker County","127","1270",56246,68660,67670,70713,67023,65342
"G0101290","Alabama","01","010","Washington County","129","1290",16241,16821,16694,18097,17581,15388
"G0101310","Alabama","01","010","Wilcox County","131","1310",16303,14755,13568,13183,11670,10600
"G0101330","Alabama","01","010","Winston County","133","1330",16654,21953,22053,24843,24484,23540
"G0200100","Alaska","02","020","Aleutian Islands","010","0100",8057,7768,,,,
"G0200130","Alaska","02","020","Aleutians East Borough","013","0130",,,2464,2697,3141,3420
"G0200160","Alaska","02","020","Aleutians West Census Area","016","0160",,,9478,5465,5561,5232
"G0200200","Alaska","02","020","Anchorage Municipality","020","0200",124542,174431,226338,260283,291826,291247
"G0200300","Alaska","02","020","Angoon","030","0300",503,,,,,
"G0200400","Alaska","02","020","Barrow","040","0400",2663,,,,,
"G0200500","Alaska","02","020","Bethel Census Area","050","0500",7579,10999,13656,16006,17013,18666
"G0200600","Alaska","02","020","Bristol Bay Borough","060","0600",1147,1094,1410,1258,997,844
"G0200620","Alaska","02","020","Bristol Bay Division","062","0620",3485,,,,,
"G0200630","Alaska","02","020","Chugach Census Area","063","0630",,,,,,7102
"G0200660","Alaska","02","020","Copper River Census Area","066","0660",,,,,,2617
"G0200800","Alaska","02","020","Cordova-McCarthy","080","0800",1857,,,,,
"G0200680","Alaska","02","020","Denali Borough","068","0680",,,,1893,1826,1619
"G0200700","Alaska","02","020","Dillingham Census Area","070","0700",,4616,4012,4922,4847,4857
"G0200900","Alaska","02","020","Fairbanks North Star Borough","090","0900",45864,53983,77720,82840,97581,95655
"G0201000","Alaska","02","020","Haines Borough","100","1000",1504,1680,2117,2392,2508,2080
"G0201050","Alaska","02","020","Hoonah-Angoon Census Area","105","1050",,,,,2150,2365
"G0201100","Alaska","02","020","Juneau City and Borough","110","1100",13556,19528,26751,30711,31275,32255
"G0201220","Alaska","02","020","Kenai Peninsula Borough","122","1220",,25282,40802,49691,55400,58799
"G0201200","Alaska","02","020","Kenai-Cook Inlet","120","1200",14250,,,,,
"G0201300","Alaska","02","020","Ketchikan Gateway Borough","130","1300",10041,11316,13828,14070,13477,13948
"G0201400","Alaska","02","020","Kobuk","140","1400",4434,4831,,,,
"G0201500","Alaska","02","020","Kodiak Island Borough","150","1500",9409,9939,13309,13913,13592,13101
"G0201580","Alaska","02","020","Kusilvak Census Area","158","1580",,,,,,8368
"G0201600","Alaska","02","020","Kuskokwim","160","1600",2306,,,,,
"G0201640","Alaska","02","020","Lake and Peninsula Borough","164","1640",,,1668,1823,1631,1476
"G0201700","Alaska","02","020","Matanuska-Susitna Borough","170","1700",6509,17816,39683,59322,88995,107081
"G0201800","Alaska","02","020","Nome Census Area","180","1800",5749,6537,8288,9196,9492,10046
"G0201850","Alaska","02","020","North Slope Borough","185","1850",,4199,5979,7385,9430,11031
"G0201880","Alaska","02","020","Northwest Arctic Borough","188","1880",,,6113,7208,7523,7793
"G0201900","Alaska","02","020","Outer Ketchikan","190","1900",1676,,,,,
"G0201950","Alaska","02","020","Petersburg Borough","195","1950",,,,,3815,3398
"G0202000","Alaska","02","020","Prince Of Wales","200","2000",2106,,,,,
"G0201980","Alaska","02","020","Prince of Wales-Hyder Census Area","198","1980",,,,,5559,5753
"G0202010","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010",,3822,6278,6146,,
"G0202100","Alaska","02","020","Seward","210","2100",2336,,,,,
"G0202200","Alaska","02","020","Sitka City and Borough","220","2200",6109,7803,8588,8835,8881,8458
"G0202300","Alaska","02","020","Skagway Municipality","230","2300",2157,,,,968,1240
"G0202320","Alaska","02","020","Skagway-Hoonah-Angoon","232","2320",,,,3436,,
"G0202310","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310",,3478,4385,,,
"G0202400","Alaska","02","020","Southeast Fairbanks Census Area","240","2400",4179,5676,5913,6174,7029,6808
"G0202500","Alaska","02","020","Upper Yukon","250","2500",1684,,,,,
"G0202600","Alaska","02","020","Valdez-Chitina-Whittier","260","2600",3098,,,,,
"G0202610","Alaska","02","020","Valdez-Cordova Census Area","261","2610",,8348,9952,10195,9636,
"G0202700","Alaska","02","020","Wade Hampton Census Area","270","2700",3917,4665,5791,7028,7459,
"G0202750","Alaska","02","020","Wrangell City and Borough","275","2750",,,,,2369,2127
"G0202800","Alaska","02","020","Wrangell-Petersburg","280","2800",4913,6167,7042,6684,,
"G0202820","Alaska","02","020","Yakutat City and Borough","282","2820",,,,808,662,662
"G0202900","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900",4752,7873,8478,6551,5588,5343
"G0400010","Arizona","04","040","Apache County","001","0010",32298,52108,61591,69423,71518,66021
"G0400030","Arizona","04","040","Cochise County","003","0030",61910,85686,97624,117755,131346,125447
"G0400050","Arizona","04","040","Coconino County","005","0050",48326,75008,96591,116320,134421,145101
"G0400070","Arizona","04","040","Gila County","007","0070",29255,37080,40216,51335,53597,53272
"G0400090","Arizona","04","040","Graham County","009","0090",16578,22862,26554,33489,37220,38533
"G0400110","Arizona","04","040","Greenlee County","011","0110",10330,11406,8008,8547,8437,9563
"G0400120","Arizona","04","040","La Paz County","012","0120",,,13844,19715,20489,16557
"G0400130","Arizona","04","040","Maricopa County","013","0130",967522,1509052,2122101,3072149,3817117,4420568
"G0400150","Arizona","04","040","Mohave County","015","0150",25857,55865,93497,155032,200186,213267
"G0400170","Arizona","04","040","Navajo County","017","0170",47715,67629,77658,97470,107449,106717
"G0400190","Arizona","04","040","Pima County","019","0190",351667,531443,666880,843746,980263,1043433
"G0400210","Arizona","04","040","Pinal County","021","0210",67916,90918,116379,179727,375770,425264
"G0400230","Arizona","04","040","Santa Cruz County","023","0230",13966,20459,29676,38381,47420,47669
"G0400250","Arizona","04","040","Yavapai County","025","0250",36733,68145,107714,167517,211033,236209
"G0400270","Arizona","04","040","Yuma County","027","0270",60827,90554,106895,160026,195751,203881
"G0500010","Arkansas","05","050","Arkansas County","001","0010",23347,24175,21653,20749,19019,17149
"G0500030","Arkansas","05","050","Ashley County","003","0030",24976,26538,24319,24209,21853,19062
"G0500050","Arkansas","05","050","Baxter County","005","0050",15319,27409,31186,38386,41513,41627
"G0500070","Arkansas","05","050","Benton County","007","0070",50476,78115,97499,153406,221339,284333
"G0500090","Arkansas","05","050","Boone County","009","0090",19073,26067,28297,33948,36903,37373
"G0500110","Arkansas","05","050","Bradley County","011","0110",12778,13803,11793,12600,11508,10545
"G0500130","Arkansas","05","050","Calhoun County","013","0130",5573,6079,5826,5744,5368,4739
"G0500150","Arkansas","05","050","Carroll County","015","0150",12301,16203,18654,25357,27446,28260
"G0500170","Arkansas","05","050","Chicot County","017","0170",18164,17793,15713,14117,11800,10208
"G0500190","Arkansas","05","050","Clark County","019","0190",21537,23326,21437,23546,22995,21446
"G0500210","Arkansas","05","050","Clay County","021","0210",18771,20616,18107,17609,16083,14552
"G0500230","Arkansas","05","050","Cleburne County","023","0230",10349,16909,19411,24046,25970,24711
"G0500250","Arkansas","05","050","Cleveland County","025","0250",6605,7868,7781,8571,8689,7550
"G0500270","Arkansas","05","050","Columbia County","027","0270",25952,26644,25691,25603,24552,22801
"G0500290","Arkansas","05","050","Conway County","029","0290",16805,19505,19151,20336,21273,20715
"G0500310","Arkansas","05","050","Craighead County","031","0310",52068,63239,68956,82148,96443,111231
"G0500330","Arkansas","05","050","Crawford County","033","0330",25677,36892,42493,53247,61948,60133
"G0500350","Arkansas","05","050","Crittenden County","035","0350",48106,49499,49939,50866,50902,48163
"G0500370","Arkansas","05","050","Cross County","037","0370",19783,20434,19225,19526,17870,16833
"G0500390","Arkansas","05","050","Dallas County","039","0390",10022,10515,9614,9210,8116,6482
"G0500410","Arkansas","05","050","Desha County","041","0410",18761,19760,16798,15341,13008,11395
"G0500430","Arkansas","05","050","Drew County","043","0430",15157,17910,17369,18723,18509,17350
"G0500450","Arkansas","05","050","Faulkner County","045","0450",31572,46192,60006,86014,113237,123498
"G0500470","Arkansas","05","050","Franklin County","047","0470",11301,14705,14897,17771,18125,17097
"G0500490","Arkansas","05","050","Fulton County","049","0490",7699,9975,10037,11642,12245,12075
"G0500510","Arkansas","05","050","Garland County","051","0510",54131,70531,73397,88068,96024,100180
"G0500530","Arkansas","05","050","Grant County","053","0530",9711,13008,13948,16464,17853,17958
"G0500550","Arkansas","05","050","Greene County","055","0550",24765,30744,31804,37331,42090,45736
"G0500570","Arkansas","05","050","Hempstead County","057","0570",19308,23635,21621,23587,22609,20065
"G0500590","Arkansas","05","050","Hot Spring County","059","0590",21963,26819,26115,30353,32923,33040
"G0500610","Arkansas","05","050","Howard County","061","0610",11412,13459,13569,14300,13789,12785
"G0500630","Arkansas","05","050","Independence County","063","0630",22723,30147,31192,34233,36647,37938
"G0500650","Arkansas","05","050","Izard County","065","0650",7381,10768,11364,13249,13696,13577
"G0500670","Arkansas","05","050","Jackson County","067","0670",20452,21646,18944,18418,17997,16755
"G0500690","Arkansas","05","050","Jefferson County","069","0690",85329,90718,85487,84278,77435,67260
"G0500710","Arkansas","05","050","Johnson County","071","0710",13630,17423,18221,22781,25540,25749
"G0500730","Arkansas","05","050","Lafayette County","073","0730",10018,10213,9643,8559,7645,6308
"G0500750","Arkansas","05","050","Lawrence County","075","0750",16320,18447,17457,17774,17415,16216
"G0500770","Arkansas","05","050","Lee County","077","0770",18884,15539,13053,12580,10424,8600
"G0500790","Arkansas","05","050","Lincoln County","079","0790",12913,13369,13690,14492,14134,12941
"G0500810","Arkansas","05","050","Little River County","081","0810",11194,13952,13966,13628,13171,12026
"G0500830","Arkansas","05","050","Logan County","083","0830",16789,20144,20557,22486,22353,21131
"G0500850","Arkansas","05","050","Lonoke County","085","0850",26249,34518,39268,52828,68356,74015
"G0500870","Arkansas","05","050","Madison County","087","0870",9453,11373,11618,14243,15717,16521
"G0500890","Arkansas","05","050","Marion County","089","0890",7000,11334,12001,16140,16653,16826
"G0500910","Arkansas","05","050","Miller County","091","0910",33385,37766,38467,40443,43462,42600
"G0500930","Arkansas","05","050","Mississippi County","093","0930",62060,59517,57525,51979,46480,40685
"G0500950","Arkansas","05","050","Monroe County","095","0950",15657,14052,11333,10254,8149,6799
"G0500970","Arkansas","05","050","Montgomery County","097","0970",5821,7771,7841,9245,9487,8484
"G0500990","Arkansas","05","050","Nevada County","099","0990",10111,11097,10101,9955,8997,8310
"G0501010","Arkansas","05","050","Newton County","101","1010",5844,7756,7666,8608,8330,7225
"G0501030","Arkansas","05","050","Ouachita County","103","1030",30896,30541,30574,28790,26120,22650
"G0501050","Arkansas","05","050","Perry County","105","1050",5634,7266,7969,10209,10445,10019
"G0501070","Arkansas","05","050","Phillips County","107","1070",40046,34772,28838,26445,21757,16568
"G0501090","Arkansas","05","050","Pike County","109","1090",8711,10373,10086,11303,11291,10171
"G0501110","Arkansas","05","050","Poinsett County","111","1110",26822,27032,24664,25614,24583,22965
"G0501130","Arkansas","05","050","Polk County","113","1130",13297,17007,17347,20229,20662,19221
"G0501150","Arkansas","05","050","Pope County","115","1150",28607,39021,45883,54469,61754,63381
"G0501170","Arkansas","05","050","Prairie County","117","1170",10249,10140,9518,9539,8715,8282
"G0501190","Arkansas","05","050","Pulaski County","119","1190",287189,340613,349660,361474,382748,399125
"G0501210","Arkansas","05","050","Randolph County","121","1210",12645,16834,16558,18195,17969,18571
"G0501250","Arkansas","05","050","Saline County","125","1250",36107,53161,64183,83529,107118,123416
"G0501270","Arkansas","05","050","Scott County","127","1270",8207,9685,10205,10996,11233,9836
"G0501290","Arkansas","05","050","Searcy County","129","1290",7731,8847,7841,8261,8195,7828
"G0501310","Arkansas","05","050","Sebastian County","131","1310",79237,95172,99590,115071,125744,127799
"G0501330","Arkansas","05","050","Sevier County","133","1330",11272,14060,13637,15757,17058,15839
"G0501350","Arkansas","05","050","Sharp County","135","1350",8233,14607,14109,17119,17264,17271
"G0501230","Arkansas","05","050","St. Francis County","123","1230",30799,30858,28497,29329,28258,23090
"G0501370","Arkansas","05","050","Stone County","137","1370",6838,9022,9775,11499,12394,12359
"G0501390","Arkansas","05","050","Union County","139","1390",45428,48573,46719,45629,41639,39054
"G0501410","Arkansas","05","050","Van Buren County","141","1410",8275,13357,14008,16192,17295,15796
"G0501430","Arkansas","05","050","Washington County","143","1430",77370,100494,113409,157715,203065,245871
"G0501450","Arkansas","05","050","White County","145","1450",39253,50835,54676,67165,77076,76822
"G0501470","Arkansas","05","050","Woodruff County","147","1470",11566,11222,9520,8741,7260,6269
"G0501490","Arkansas","05","050","Yell County","149","1490",14208,17026,17759,21139,22185,20263
"G0600010","California","06","060","Alameda County","001","0010",1073184,1105379,1279182,1443741,1510271,1682353
"G0600030","California","06","060","Alpine County","003","0030",484,1097,1113,1208,1175,1204
"G0600050","California","06","060","Amador County","005","0050",11821,19314,30039,35100,38091,40474
"G0600070","California","06","060","Butte County","007","0070",101969,143851,182120,203171,220000,211632
"G0600090","California","06","060","Calaveras County","009","0090",13585,20710,31998,40554,45578,45292
"G0600110","California","06","060","Colusa County","011","0110",12430,12791,16275,18804,21419,21839
"G0600130","California","06","060","Contra Costa County","013","0130",558389,656380,803732,948816,1049025,1165927
"G0600150","California","06","060","Del Norte County","015","0150",14580,18217,23460,27507,28610,27743
"G0600170","California","06","060","El Dorado County","017","0170",43833,85812,125995,156299,181058,191185
"G0600190","California","06","060","Fresno County","019","0190",413053,514621,667490,799407,930450,1008654
"G0600210","California","06","060","Glenn County","021","0210",17521,21350,24798,26453,28122,28917
"G0600230","California","06","060","Humboldt County","023","0230",99692,108514,119118,126518,134623,136463
"G0600250","California","06","060","Imperial County","025","0250",74492,92110,109303,142361,174528,179702
"G0600270","California","06","060","Inyo County","027","0270",15571,17895,18281,17945,18546,19016
"G0600290","California","06","060","Kern County","029","0290",329162,403089,543477,661645,839631,909235
"G0600310","California","06","060","Kings County","031","0310",64610,73738,101469,129461,152982,152486
"G0600330","California","06","060","Lake County","033","0330",19548,36366,50631,58309,64665,68163
"G0600350","California","06","060","Lassen County","035","0350",14960,21661,27598,33828,34895,32730
"G0600370","California","06","060","Los Angeles County","037","0370",7032075,7477503,8863164,9519338,9818605,10014009
"G0600390","California","06","060","Madera County","039","0390",41519,63116,88090,123109,150865,156255
"G0600410","California","06","060","Marin County","041","0410",206038,222568,230096,247289,252409,262321
"G0600430","California","06","060","Mariposa County","043","0430",6015,11108,14302,17130,18251,17131
"G0600450","California","06","060","Mendocino County","045","0450",51101,66738,80345,86265,87841,91601
"G0600470","California","06","060","Merced County","047","0470",104629,134560,178403,210554,255793,281202
"G0600490","California","06","060","Modoc County","049","0490",7469,8610,9678,9449,9686,8700
"G0600510","California","06","060","Mono County","051","0510",4016,8577,9956,12853,14202,13195
"G0600530","California","06","060","Monterey County","053","0530",250071,290444,355660,401762,415057,439035
"G0600550","California","06","060","Napa County","055","0550",79140,99199,110765,124279,136484,138019
"G0600570","California","06","060","Nevada County","057","0570",26346,51645,78510,92033,98764,102241
"G0600590","California","06","060","Orange County","059","0590",1420386,1932709,2410556,2846289,3010232,3186989
"G0600610","California","06","060","Placer County","061","0610",77306,117247,172796,248399,348432,404739
"G0600630","California","06","060","Plumas County","063","0630",11707,17340,19739,20824,20007,19790
"G0600650","California","06","060","Riverside County","065","0650",459074,663166,1170413,1545387,2189641,2418185
"G0600670","California","06","060","Sacramento County","067","0670",631498,783381,1041219,1223499,1418788,1585055
"G0600690","California","06","060","San Benito County","069","0690",18226,25005,36697,53234,55269,64209
"G0600710","California","06","060","San Bernardino County","071","0710",684072,895016,1418380,1709434,2035210,2181654
"G0600730","California","06","060","San Diego County","073","0730",1357854,1861846,2498016,2813833,3095313,3298634
"G0600750","California","06","060","San Francisco County","075","0750",715674,678974,723959,776733,805235,873965
"G0600770","California","06","060","San Joaquin County","077","0770",290208,347342,480628,563598,685306,779233
"G0600790","California","06","060","San Luis Obispo County","079","0790",105690,155435,217162,246681,269637,282424
"G0600810","California","06","060","San Mateo County","081","0810",556234,587329,649623,707161,718451,764442
"G0600830","California","06","060","Santa Barbara County","083","0830",264324,298694,369608,399347,423895,448229
"G0600850","California","06","060","Santa Clara County","085","0850",1064714,1295071,1497577,1682585,1781642,1936259
"G0600870","California","06","060","Santa Cruz County","087","0870",123790,188141,229734,255602,262382,270861
"G0600890","California","06","060","Shasta County","089","0890",77640,115715,147036,163256,177223,182155
"G0600910","California","06","060","Sierra County","091","0910",2365,3073,3318,3555,3240,3236
"G0600930","California","06","060","Siskiyou County","093","0930",33225,39732,43531,44301,44900,44076
"G0600950","California","06","060","Solano County","095","0950",169941,235203,340421,394542,413344,453491
"G0600970","California","06","060","Sonoma County","097","0970",204885,299681,388222,458614,483878,488863
"G0600990","California","06","060","Stanislaus County","099","0990",194506,265900,370522,446997,514453,552878
"G0601010","California","06","060","Sutter County","101","1010",41935,52246,64415,78930,94737,99633
"G0601030","California","06","060","Tehama County","103","1030",29517,38888,49625,56039,63463,65829
"G0601050","California","06","060","Trinity County","105","1050",7615,11858,13063,13022,13786,16112
"G0601070","California","06","060","Tulare County","107","1070",188322,245738,311921,368021,442179,473117
"G0601090","California","06","060","Tuolumne County","109","1090",22169,33928,48456,54501,55365,55620
"G0601110","California","06","060","Ventura County","111","1110",376430,529174,669016,753197,823318,843843
"G0601130","California","06","060","Yolo County","113","1130",91788,113374,141092,168660,200849,216403
"G0601150","California","06","060","Yuba County","115","1150",44736,49733,58228,60219,72155,81575
"G0800010","Colorado","08","080","Adams County","001","0010",185789,245944,265038,363857,441603,519572
"G0800030","Colorado","08","080","Alamosa County","003","0030",11422,11799,13617,14966,15445,16376
"G0800050","Colorado","08","080","Arapahoe County","005","0050",162142,293621,391511,487967,572003,655070
"G0800070","Colorado","08","080","Archuleta County","007","0070",2733,3664,5345,9898,12084,13359
"G0800090","Colorado","08","080","Baca County","009","0090",5674,5419,4556,4517,3788,3506
"G0800110","Colorado","08","080","Bent County","011","0110",6493,5945,5048,5998,6499,5650
"G0800130","Colorado","08","080","Boulder County","013","0130",131889,189625,225339,291288,294567,330758
"G0800140","Colorado","08","080","Broomfield County","014","0140",,,,,55889,74112
"G0800150","Colorado","08","080","Chaffee County","015","0150",10162,13227,12684,16242,17809,19476
"G0800170","Colorado","08","080","Cheyenne County","017","0170",2396,2153,2397,2231,1836,1748
"G0800190","Colorado","08","080","Clear Creek County","019","0190",4819,7308,7619,9322,9088,9397
"G0800210","Colorado","08","080","Conejos County","021","0210",7846,7794,7453,8400,8256,7461
"G0800230","Colorado","08","080","Costilla County","023","0230",3091,3071,3190,3663,3524,3499
"G0800250","Colorado","08","080","Crowley County","025","0250",3086,2988,3946,5518,5823,5922
"G0800270","Colorado","08","080","Custer County","027","0270",1120,1528,1926,3503,4255,4704
"G0800290","Colorado","08","080","Delta County","029","0290",15286,21225,20980,27834,30952,31196
"G0800310","Colorado","08","080","Denver County","031","0310",514678,492365,467610,554636,600158,715522
"G0800330","Colorado","08","080","Dolores County","033","0330",1641,1658,1504,1844,2064,2326
"G0800350","Colorado","08","080","Douglas County","035","0350",8407,25153,60391,175766,285465,357978
"G0800370","Colorado","08","080","Eagle County","037","0370",7498,13320,21928,41659,52197,55731
"G0800410","Colorado","08","080","El Paso County","041","0410",235972,309424,397014,516929,622263,730395
"G0800390","Colorado","08","080","Elbert County","039","0390",3903,6850,9646,19872,23086,26062
"G0800430","Colorado","08","080","Fremont County","043","0430",21942,28676,32273,46145,46824,48939
"G0800450","Colorado","08","080","Garfield County","045","0450",14821,22514,29974,43791,56389,61685
"G0800470","Colorado","08","080","Gilpin County","047","0470",1272,2441,3070,4757,5441,5808
"G0800490","Colorado","08","080","Grand County","049","0490",4107,7475,7966,12442,14843,15717
"G0800510","Colorado","08","080","Gunnison County","051","0510",7578,10689,10273,13956,15324,16918
"G0800530","Colorado","08","080","Hinsdale County","053","0530",202,408,467,790,843,788
"G0800550","Colorado","08","080","Huerfano County","055","0550",6590,6440,6009,7862,6711,6820
"G0800570","Colorado","08","080","Jackson County","057","0570",1811,1863,1605,1577,1394,1379
"G0800590","Colorado","08","080","Jefferson County","059","0590",233031,371753,438430,527056,534543,582910
"G0800610","Colorado","08","080","Kiowa County","061","0610",2029,1936,1688,1622,1398,1446
"G0800630","Colorado","08","080","Kit Carson County","063","0630",7530,7599,7140,8011,8270,7087
"G0800670","Colorado","08","080","La Plata County","067","0670",19199,27424,32284,43941,51334,55638
"G0800650","Colorado","08","080","Lake County","065","0650",8282,8830,6007,7812,7310,7436
"G0800690","Colorado","08","080","Larimer County","069","0690",89900,149184,186136,251494,299630,359066
"G0800710","Colorado","08","080","Las Animas County","071","0710",15744,14897,13765,15207,15507,14555
"G0800730","Colorado","08","080","Lincoln County","073","0730",4836,4663,4529,6087,5467,5675
"G0800750","Colorado","08","080","Logan County","075","0750",18852,19800,17567,20504,22709,21528
"G0800770","Colorado","08","080","Mesa County","077","0770",54374,81530,93145,116255,146723,155703
"G0800790","Colorado","08","080","Mineral County","079","0790",786,804,558,831,712,865
"G0800810","Colorado","08","080","Moffat County","081","0810",6525,13133,11357,13184,13795,13292
"G0800830","Colorado","08","080","Montezuma County","083","0830",12952,16510,18672,23830,25535,25849
"G0800850","Colorado","08","080","Montrose County","085","0850",18366,24352,24423,33432,41276,42679
"G0800870","Colorado","08","080","Morgan County","087","0870",20105,22513,21939,27171,28159,29111
"G0800890","Colorado","08","080","Otero County","089","0890",23523,22567,20185,20311,18831,18690
"G0800910","Colorado","08","080","Ouray County","091","0910",1546,1925,2295,3742,4436,4874
"G0800930","Colorado","08","080","Park County","093","0930",2185,5333,7174,14523,16206,17390
"G0800950","Colorado","08","080","Phillips County","095","0950",4131,4542,4189,4480,4442,4530
"G0800970","Colorado","08","080","Pitkin County","097","0970",6185,10338,12661,14872,17148,17358
"G0800990","Colorado","08","080","Prowers County","099","0990",13258,13070,13347,14483,12551,11999
"G0801010","Colorado","08","080","Pueblo County","101","1010",118238,125972,123051,141472,159063,168162
"G0801030","Colorado","08","080","Rio Blanco County","103","1030",4842,6255,5972,5986,6666,6529
